amount,hour,merchant_risk,distance_km,prev_txn_gap,velocity_1h,card_age_days,is_international,is_fraud
16.46,11,33.5,12.2,256.0,2,733.0,0,0
18.79,15,27.3,11.8,1955.0,1,1214.0,0,0
42.37,12,24.3,1.0,510.0,1,1401.0,0,0
22.15,10,23.5,4.0,1422.0,1,797.0,0,0
79.37,11,68.1,211.8,5.0,6,374.0,0,1
62.26,20,11.2,14.2,261.0,2,406.0,0,0
13.08,15,22.8,21.6,1105.0,2,821.0,0,0
21.32,5,8.7,3.2,145.0,2,1052.0,0,0
61.76,10,10.6,5.3,875.0,4,1277.0,0,0
26.93,13,10.6,10.3,652.0,2,1353.0,0,0
22.01,14,23.7,28.6,1281.0,4,1091.0,1,0
79.86,9,24.2,17.7,268.0,2,801.0,0,0
1153.42,16,73.9,236.7,9.0,5,575.0,1,1
61.93,1,37.5,100.7,185.0,4,1.0,0,1
62.5,15,14.8,6.2,502.0,1,631.0,0,0
34.6,13,1.8,31.7,619.0,2,1181.0,0,0
33.93,13,40.2,15.1,607.0,0,1347.0,0,0
765.59,19,70.7,203.0,93.0,7,226.0,0,1
42.61,16,8.2,5.4,878.0,2,1471.0,0,0
103.17,12,94.3,153.9,10.0,7,109.0,0,1
20.25,22,7.5,14.4,566.0,1,1456.0,0,0
9.71,13,9.5,17.6,161.0,1,643.0,0,0
73.86,2,86.5,109.9,59.0,5,592.0,1,1
22.89,18,23.9,9.5,1495.0,1,827.0,0,0
21.36,9,10.2,6.4,422.0,1,1009.0,0,0
3.47,15,5.9,3.1,1205.0,2,737.0,0,0
10.03,7,44.3,7.1,261.0,0,509.0,0,0
13.83,17,8.5,5.6,679.0,1,1144.0,0,0
154.25,13,5.3,0.2,1077.0,1,1158.0,0,0
53.29,12,49.7,22.4,1291.0,3,491.0,0,0
35.13,12,15.9,8.3,1541.0,2,1515.0,0,0
38.75,18,28.3,12.6,802.0,0,1286.0,0,0
99.95,6,35.5,285.2,215.0,4,243.0,1,1
90.04,16,34.7,1.9,1346.0,2,770.0,1,0
37.0,10,16.6,15.5,1327.0,1,1646.0,0,0
7.0,10,42.3,6.7,1250.0,1,954.0,0,0
14.89,15,29.3,200.8,84.0,3,281.0,1,1
3.81,20,8.8,16.7,770.0,1,1069.0,0,0
45.94,3,21.4,10.0,158.0,0,1277.0,0,0
49.45,12,24.6,15.2,1084.0,1,1351.0,0,0
21.29,19,6.5,5.9,190.0,2,529.0,0,0
53.49,23,9.0,29.6,1725.0,2,720.0,0,0
127.72,15,5.8,24.4,798.0,1,899.0,0,0
27.89,18,1.6,19.2,691.0,0,658.0,0,0
9.78,13,34.7,12.5,407.0,2,818.0,0,0
64.86,19,1.7,16.7,674.0,2,812.0,0,0
38.17,13,1.2,9.8,500.0,2,1168.0,0,0
11.03,12,9.7,7.0,638.0,3,1354.0,0,0
33.72,7,36.5,18.1,553.0,0,1009.0,0,0
69.09,13,35.1,2.7,1433.0,1,1409.0,0,0
19.34,16,3.0,7.1,804.0,1,379.0,1,0
55.78,21,11.9,24.7,411.0,0,903.0,0,0
44.84,18,13.6,10.4,56.0,0,1799.0,0,0
78.3,6,9.7,12.0,227.0,0,1067.0,0,0
8.75,17,12.3,13.8,1524.0,0,1577.0,1,0
39.84,13,10.1,0.5,1084.0,0,1373.0,0,0
4.34,7,11.6,11.8,1543.0,0,401.0,0,0
44.14,16,42.0,3.9,1401.0,2,1048.0,0,0
30.56,10,20.0,15.2,258.0,0,30.0,0,0
63.1,2,75.6,219.4,10.0,1,270.0,1,1
32.77,5,14.4,17.3,757.0,2,772.0,0,0
30.76,6,9.9,18.7,674.0,1,895.0,0,0
37.49,15,9.8,25.2,1226.0,1,1183.0,0,0
111.83,18,41.8,12.4,1705.0,2,1254.0,0,0
36.94,12,13.2,18.6,167.0,1,955.0,0,0
35.4,6,30.0,7.0,1433.0,2,252.0,1,0
3.95,13,16.2,12.7,729.0,2,723.0,0,0
115.06,7,4.9,17.4,917.0,1,787.0,1,0
561.44,13,73.3,217.3,156.0,8,503.0,0,1
212.04,23,78.9,162.0,54.0,6,609.0,0,1
64.07,19,7.2,2.3,599.0,1,1517.0,0,0
31.43,15,7.9,17.0,1433.0,2,1465.0,0,0
65.65,10,13.4,8.0,818.0,2,1312.0,0,0
113.11,8,17.7,2.4,376.0,2,830.0,0,0
13.39,9,22.8,7.5,395.0,3,1061.0,0,0
345.94,17,80.3,194.9,95.0,5,1.0,0,1
15.22,10,9.6,5.5,126.0,1,193.0,0,0
60.34,2,12.3,7.6,1437.0,1,713.0,0,0
18.18,12,3.1,31.9,581.0,1,658.0,0,0
98.36,3,9.3,28.0,598.0,2,859.0,0,0
41.03,18,30.1,10.0,600.0,2,957.0,0,0
28.36,16,26.9,11.0,163.0,1,1013.0,0,0
39.41,18,34.2,7.4,452.0,1,678.0,0,0
103.84,1,55.3,122.2,122.0,8,84.0,1,1
34.51,17,27.9,25.1,380.0,0,743.0,1,0
63.54,9,35.0,8.6,1707.0,2,352.0,0,0
31.18,5,13.4,18.8,435.0,2,1628.0,0,0
38.87,15,21.3,8.6,1135.0,0,695.0,0,0
62.33,13,17.1,14.8,1727.0,1,699.0,0,0
53.48,18,92.7,33.5,27.0,8,1.0,0,1
4.4,21,8.3,20.7,943.0,1,1023.0,0,0
40.97,10,8.1,10.8,563.0,2,765.0,0,0
15.89,6,26.3,18.7,328.0,0,1221.0,0,0
18.54,12,16.1,1.5,125.0,0,970.0,0,0
60.59,8,27.7,5.9,978.0,1,671.0,0,0
28.65,13,8.5,9.1,805.0,3,981.0,0,0
36.43,14,23.9,10.4,534.0,4,806.0,0,0
15.31,6,3.4,32.0,346.0,1,752.0,0,0
22.48,16,12.7,27.5,1144.0,0,665.0,0,0
63.22,13,12.7,13.1,317.0,0,1271.0,1,0
84.19,8,20.0,15.0,351.0,1,1531.0,0,0
20.15,13,10.9,8.2,1434.0,1,885.0,0,0
14.27,2,24.6,5.8,299.0,0,689.0,0,0
35.0,11,2.6,2.3,956.0,0,537.0,0,0
9.41,19,4.0,25.2,986.0,2,358.0,0,0
89.37,10,20.2,14.3,1274.0,5,310.0,0,0
46.24,19,7.3,9.8,437.0,2,735.0,0,0
149.4,12,26.5,17.4,485.0,1,611.0,0,0
100.47,0,16.8,53.6,158.0,9,179.0,0,1
28.55,13,25.9,13.8,594.0,1,1162.0,0,0
31.41,13,25.2,4.8,465.0,3,1202.0,0,0
94.35,13,6.4,3.9,404.0,1,503.0,0,0
35.49,13,23.1,12.6,1081.0,4,902.0,0,0
5.62,10,22.8,16.8,198.0,0,365.0,0,0
12.64,11,10.2,15.8,1453.0,2,891.0,0,0
10.28,11,21.9,4.3,24.0,1,1023.0,1,0
85.98,12,5.1,16.6,661.0,0,551.0,0,0
60.32,16,10.0,7.3,348.0,0,1115.0,0,0
35.15,13,34.1,32.9,418.0,0,720.0,0,0
788.36,15,79.4,35.7,35.0,5,219.0,0,1
141.36,9,28.2,12.1,1662.0,0,498.0,0,0
18.61,7,13.7,22.4,1065.0,1,1053.0,0,0
56.97,7,27.3,20.4,542.0,0,1085.0,0,0
59.54,23,8.5,10.0,502.0,0,605.0,0,0
97.07,18,8.7,3.9,1148.0,0,846.0,0,0
7.53,17,0.9,8.1,446.0,1,797.0,1,0
44.62,11,7.7,22.5,526.0,2,1606.0,0,0
11.8,9,37.3,17.3,375.0,0,1593.0,0,0
7.79,13,17.4,14.1,412.0,0,877.0,1,0
19.47,9,19.3,2.9,815.0,2,1045.0,0,0
108.94,11,16.7,114.2,45.0,6,261.0,0,1
16.13,19,9.1,13.7,1419.0,2,1450.0,0,0
525.41,2,66.5,12.1,57.0,5,216.0,0,1
36.48,18,25.5,1.1,1494.0,1,700.0,0,0
115.87,16,43.7,452.1,60.0,7,437.0,1,1
72.56,11,57.4,10.9,374.0,0,865.0,0,0
61.99,18,54.0,75.2,42.0,5,715.0,0,1
44.77,14,16.1,15.1,593.0,0,755.0,0,0
41.76,7,11.9,0.5,778.0,1,1389.0,0,0
22.93,17,30.9,25.4,1083.0,0,1317.0,0,0
55.2,15,24.6,27.5,828.0,4,641.0,0,0
390.51,3,35.5,161.7,20.0,5,137.0,0,1
86.64,10,53.1,126.5,32.0,7,424.0,1,1
40.86,15,32.8,6.8,790.0,1,741.0,0,0
81.73,15,61.9,4.7,84.0,3,270.0,0,1
36.63,5,18.6,26.0,623.0,1,754.0,0,0
45.1,19,26.3,21.8,606.0,2,1303.0,0,0
21.85,16,10.5,3.4,637.0,2,1214.0,0,0
40.14,0,62.2,83.9,5.0,9,261.0,1,1
36.8,14,4.4,1.8,736.0,0,1152.0,1,0
48.38,13,16.5,11.2,454.0,0,844.0,0,0
519.07,4,37.2,213.0,17.0,7,281.0,1,1
11.44,13,22.0,6.5,922.0,0,956.0,0,0
144.68,1,71.2,91.5,54.0,4,361.0,0,1
26.78,1,26.1,17.7,690.0,2,917.0,0,0
23.14,19,10.6,12.8,1126.0,1,1344.0,0,0
14.07,11,12.4,13.6,482.0,1,1321.0,0,0
300.33,18,51.7,158.9,92.0,4,590.0,1,1
49.34,9,12.8,2.6,662.0,1,1096.0,0,0
12.61,18,41.7,3.9,1028.0,0,838.0,0,0
569.27,4,71.4,22.7,43.0,4,290.0,1,1
83.93,15,55.4,150.4,57.0,5,371.0,0,1
77.03,7,26.8,3.5,527.0,2,1160.0,0,0
30.94,6,2.5,25.3,373.0,2,837.0,0,0
11.06,10,33.3,0.9,473.0,0,1435.0,0,0
212.24,15,76.7,48.6,69.0,4,513.0,1,1
1080.44,1,43.8,164.6,1.0,5,459.0,1,1
7.75,15,20.7,7.1,401.0,1,1223.0,0,0
3177.04,0,90.7,91.6,71.0,4,107.0,1,1
42.79,6,40.7,5.1,166.0,1,813.0,0,0
41.56,16,5.4,30.7,573.0,1,730.0,0,0
302.55,15,88.1,6.4,27.0,3,373.0,1,1
203.49,11,40.7,3.8,931.0,2,276.0,0,0
37.06,2,69.7,231.1,148.0,3,335.0,0,1
6.64,11,16.7,17.4,868.0,0,840.0,0,0
11.3,19,31.4,9.6,1008.0,0,408.0,0,0
831.64,6,57.2,232.6,126.0,3,97.0,1,1
83.3,19,0.5,7.7,555.0,0,786.0,0,0
37.11,14,8.7,2.8,960.0,0,497.0,0,0
288.8,19,16.9,14.3,532.0,0,467.0,1,0
19.83,9,20.8,21.5,985.0,1,541.0,0,0
58.19,8,30.6,5.2,1029.0,2,899.0,0,0
14.1,20,10.0,18.2,781.0,1,694.0,0,0
101.31,16,42.2,15.7,1738.0,1,1020.0,0,0
30.27,13,44.3,15.8,84.0,0,831.0,0,0
10.39,11,23.3,15.2,608.0,0,1120.0,1,0
28.61,8,8.3,7.4,561.0,0,598.0,0,0
15.76,12,8.2,38.5,380.0,0,757.0,1,0
24.16,13,3.7,15.7,81.0,1,1049.0,0,0
22.47,20,38.0,2.5,982.0,0,920.0,1,0
11.8,10,7.8,25.7,1556.0,1,461.0,0,0
21.02,14,29.6,3.3,629.0,0,582.0,0,0
358.53,6,67.3,36.5,23.0,7,70.0,1,1
10.0,15,3.3,16.6,1194.0,2,1092.0,0,0
89.23,22,20.1,36.9,480.0,2,1660.0,0,0
27.55,11,30.2,13.9,1642.0,0,1287.0,0,0
58.32,13,5.9,0.7,244.0,1,494.0,0,0
29.51,4,18.2,5.7,524.0,0,859.0,0,0
9.78,5,16.7,24.4,1462.0,0,1297.0,0,0
27.04,19,20.4,1.0,807.0,2,903.0,0,0
173.45,16,23.1,5.9,633.0,0,875.0,0,0
25.62,10,14.7,21.8,827.0,4,700.0,0,0
12.33,15,32.6,18.4,63.0,2,517.0,0,0
22.29,10,24.7,21.9,1165.0,0,505.0,0,0
151.08,14,17.2,14.8,564.0,1,695.0,0,0
28.19,12,10.3,4.4,1012.0,0,1151.0,1,0
17.16,3,11.5,10.3,683.0,2,899.0,0,0
49.1,15,13.8,5.9,591.0,0,647.0,0,0
29.83,13,52.6,156.0,21.0,2,545.0,0,1
36.93,8,17.1,11.5,1085.0,2,797.0,0,0
11.81,17,11.4,12.6,942.0,1,837.0,0,0
21.44,11,14.9,22.3,836.0,2,357.0,0,0
23.19,13,17.7,8.9,1541.0,1,642.0,0,0
25.98,13,31.2,28.5,451.0,1,869.0,0,0
11.31,13,45.7,17.9,63.0,0,1358.0,0,0
7.81,10,5.4,15.0,1097.0,4,855.0,1,0
110.35,4,50.7,180.7,62.0,7,18.0,1,1
42.37,18,18.6,17.3,2064.0,0,402.0,0,0
98.03,0,30.1,135.1,6.0,6,145.0,0,1
13.92,23,20.7,8.8,1012.0,3,1065.0,0,0
26.4,14,14.6,2.5,699.0,2,1086.0,0,0
17.27,16,17.6,11.9,1199.0,2,1048.0,0,0
27.48,13,12.6,9.8,152.0,3,992.0,0,0
78.06,4,71.5,96.3,3.0,4,433.0,1,1
3.96,11,24.8,4.6,931.0,1,268.0,0,0
22.39,14,7.9,14.8,201.0,0,1487.0,0,0
7.22,20,9.0,5.6,1474.0,0,1419.0,0,0
4.64,15,37.2,14.1,233.0,3,1233.0,0,0
57.84,6,25.8,9.2,1510.0,1,30.0,0,0
35.34,17,47.8,19.1,654.0,1,484.0,0,0
101.83,16,11.8,12.6,525.0,2,778.0,0,0
1271.08,0,45.6,166.4,49.0,11,1.0,0,1
6.57,21,1.6,18.4,716.0,1,789.0,0,0
38.13,19,28.2,9.7,1208.0,1,1070.0,0,0
140.25,0,62.2,177.3,76.0,6,50.0,0,1
21.01,15,10.2,12.8,1338.0,1,499.0,0,0
48.63,15,2.2,29.6,115.0,2,1286.0,0,0
37.96,4,9.6,0.0,1135.0,1,1513.0,0,0
2.97,11,21.6,15.4,1323.0,0,450.0,0,0
25.49,17,29.7,5.1,1714.0,3,1217.0,1,0
36.53,14,16.9,20.1,758.0,1,423.0,0,0
81.1,15,30.8,12.6,710.0,0,1415.0,0,0
32.51,13,26.0,26.1,1566.0,3,718.0,0,0
16.63,22,28.3,9.6,686.0,0,610.0,0,0
11.17,20,10.4,14.1,361.0,2,453.0,0,0
35.8,12,16.7,25.1,238.0,0,805.0,0,0
205.51,10,68.8,268.5,12.0,4,346.0,0,1
6.02,15,18.3,23.9,840.0,1,560.0,0,0
56.18,10,77.4,18.9,90.0,6,443.0,1,1
13.4,16,2.0,17.2,410.0,0,636.0,0,0
1556.1,2,62.2,128.7,160.0,7,282.0,1,1
13.01,15,7.0,11.0,337.0,0,1383.0,0,0
11.0,7,34.5,21.6,738.0,1,877.0,0,0
62.71,9,33.8,8.9,1467.0,2,316.0,0,0
30.27,14,1.6,12.4,1577.0,0,1061.0,0,0
142.04,16,12.8,10.1,439.0,2,587.0,0,0
34.55,6,11.5,1.2,199.0,0,1209.0,0,0
562.49,0,37.2,52.2,66.0,5,390.0,0,1
16.02,13,21.2,10.3,167.0,1,1528.0,0,0
56.22,13,18.2,15.8,1303.0,3,846.0,0,0
100.56,5,65.4,31.9,63.0,4,412.0,0,1
12.02,19,8.5,2.1,232.0,0,1149.0,0,0
26.6,15,22.9,16.6,1553.0,3,959.0,0,0
156.72,3,89.6,115.4,22.0,5,269.0,1,1
45.79,12,12.9,12.5,1001.0,1,660.0,0,0
178.1,0,88.4,68.0,76.0,3,189.0,0,1
92.27,14,15.4,4.4,808.0,0,634.0,0,0
44.51,13,13.1,3.8,1323.0,2,571.0,0,0
249.5,2,49.8,87.1,6.0,7,563.0,0,1
45.54,12,10.6,0.3,1186.0,0,982.0,1,0
41.12,11,18.0,29.4,387.0,0,785.0,0,0
10.75,10,27.6,28.5,1714.0,1,1086.0,0,0
40.28,11,43.4,6.4,715.0,1,421.0,0,0
5.76,14,7.7,11.5,502.0,2,1332.0,0,0
17.55,8,18.0,14.4,1509.0,1,1005.0,0,0
24.02,17,25.2,21.5,219.0,1,464.0,1,0
39.81,15,18.6,21.2,1205.0,2,861.0,0,0
47.38,3,64.4,178.6,30.0,11,1.0,1,1
44.85,13,17.5,1.6,640.0,1,1051.0,0,0
38.29,1,6.8,21.3,908.0,1,592.0,0,0
63.92,17,24.7,4.7,1951.0,1,702.0,0,0
42.3,18,48.0,61.6,22.0,9,199.0,0,1
145.23,7,7.3,22.7,751.0,2,889.0,0,0
88.7,13,22.7,4.7,23.0,3,598.0,0,0
37.48,18,31.6,31.7,1204.0,1,799.0,0,0
255.79,18,11.2,23.7,463.0,3,826.0,0,0
16.0,21,12.2,6.5,623.0,2,972.0,1,0
34.74,16,10.4,12.7,1144.0,2,1157.0,0,0
7.89,17,26.1,10.5,596.0,4,524.0,0,0
83.87,18,66.6,120.6,37.0,3,360.0,0,1
53.66,12,8.4,13.6,1893.0,2,1039.0,1,0
13.78,23,52.9,14.7,992.0,2,1303.0,0,0
26.56,19,41.6,2.0,420.0,2,491.0,0,0
32.76,15,29.2,19.5,581.0,1,537.0,0,0
102.14,6,18.7,8.0,955.0,0,328.0,0,0
20.81,14,25.6,4.0,652.0,1,578.0,1,0
69.04,10,20.1,26.3,645.0,2,754.0,0,0
24.91,16,6.8,18.6,1207.0,1,496.0,0,0
7.09,14,19.0,30.9,902.0,1,446.0,0,0
32.51,9,9.6,32.3,351.0,2,838.0,0,0
398.78,16,71.5,134.2,59.0,7,1.0,1,1
17.03,18,30.2,8.7,1619.0,2,807.0,1,0
23.2,13,7.8,21.5,696.0,0,547.0,0,0
51.0,9,9.2,9.9,451.0,2,1129.0,0,0
18.37,15,17.0,9.2,847.0,1,851.0,0,0
48.04,14,6.8,21.6,1545.0,0,915.0,0,0
159.3,1,52.6,95.7,137.0,10,1.0,1,1
561.68,3,61.5,166.2,34.0,8,479.0,0,1
32.22,12,82.1,171.1,193.0,4,257.0,0,1
110.62,5,37.8,17.6,1321.0,0,956.0,0,0
75.88,3,67.0,270.6,10.0,6,239.0,0,1
42.15,11,49.5,5.1,955.0,1,322.0,0,0
26.37,8,17.4,10.0,651.0,0,619.0,0,0
523.73,11,13.9,20.6,31.0,0,1468.0,0,0
15.21,14,39.1,8.1,409.0,1,973.0,0,0
244.03,0,67.6,27.2,133.0,7,335.0,0,1
92.13,17,7.7,18.2,406.0,0,1172.0,0,0
26.83,13,14.9,28.1,1037.0,2,992.0,0,0
46.45,16,32.6,8.0,981.0,3,899.0,0,0
6.16,17,21.2,7.0,501.0,1,725.0,1,0
13.15,15,25.7,2.4,1113.0,0,176.0,0,0
10.31,15,31.7,18.8,617.0,2,502.0,0,0
106.0,13,17.5,12.8,697.0,0,710.0,0,0
82.77,14,40.2,13.5,489.0,0,475.0,0,0
6.57,10,19.3,16.3,195.0,2,570.0,0,0
16.62,15,5.4,0.6,1173.0,0,947.0,0,0
50.83,12,26.7,2.2,650.0,1,1179.0,0,0
86.35,2,78.3,116.7,28.0,1,162.0,1,1
27.29,3,27.9,32.5,62.0,4,574.0,0,1
64.47,23,31.6,46.5,1450.0,1,798.0,0,0
109.16,11,66.3,205.3,6.0,5,128.0,0,1
25.31,10,10.5,15.7,107.0,3,894.0,0,0
8.15,11,20.4,6.1,464.0,1,916.0,0,0
15.04,19,10.1,6.9,21.0,1,753.0,0,0
13.61,10,7.2,9.5,83.0,2,1250.0,0,0
11.96,12,10.2,25.3,481.0,0,1431.0,0,0
35.55,14,18.3,11.7,1161.0,3,640.0,0,0
39.75,12,12.4,2.7,448.0,4,788.0,0,0
39.75,8,13.0,13.4,239.0,1,705.0,0,0
187.09,11,6.8,5.9,1187.0,1,724.0,0,0
1462.18,12,82.4,136.9,70.0,5,117.0,1,1
14.03,14,20.9,24.2,224.0,0,243.0,1,0
19.6,21,15.7,17.4,247.0,1,858.0,0,0
6.0,6,25.7,14.9,573.0,1,1041.0,0,0
36.83,5,25.8,1.2,724.0,1,1268.0,0,0
32.31,23,41.8,13.5,198.0,0,755.0,0,0
15.85,5,17.9,19.3,491.0,1,741.0,0,0
99.85,15,5.5,11.0,1720.0,1,1451.0,0,0
5.18,14,9.7,18.7,282.0,2,1163.0,0,0
9.47,14,35.7,10.1,1448.0,0,1143.0,0,0
190.07,10,9.1,14.2,427.0,2,756.0,0,0
53.25,0,60.5,172.9,111.0,5,245.0,0,1
8.32,9,9.5,10.1,1326.0,2,309.0,0,0
6.97,9,13.4,1.0,601.0,1,435.0,0,0
35.98,16,18.0,11.1,937.0,3,1202.0,0,0
111.62,7,15.6,38.3,529.0,0,1838.0,0,0
18.74,8,2.7,29.2,633.0,2,686.0,0,0
42.94,15,25.7,11.0,368.0,2,1392.0,0,0
95.45,12,23.3,8.6,502.0,0,1129.0,0,0
59.77,18,7.4,1.5,1571.0,0,1235.0,0,0
13.33,19,18.8,1.9,1248.0,1,960.0,0,0
26.96,16,19.7,10.1,1270.0,0,1072.0,0,0
15.68,7,21.4,6.9,710.0,0,1296.0,1,0
36.64,9,40.6,7.6,56.0,1,932.0,0,0
18.9,8,36.3,1.5,470.0,1,1321.0,0,0
9.28,18,36.8,3.7,672.0,1,1086.0,0,0
22.15,17,25.6,9.8,540.0,0,1227.0,0,0
40.6,7,10.8,19.9,154.0,3,1389.0,0,0
7.97,15,37.0,2.6,1093.0,1,1168.0,0,0
41.63,12,33.4,9.0,47.0,1,743.0,0,0
363.7,13,68.8,222.1,40.0,9,195.0,0,1
8.03,14,23.5,11.6,212.0,1,1212.0,0,0
54.55,12,6.4,10.0,800.0,0,970.0,0,0
37.7,16,15.2,7.4,941.0,0,1247.0,0,0
126.95,16,33.0,16.0,1411.0,2,934.0,0,0
23.04,13,11.8,27.3,1265.0,1,1078.0,0,0
28.16,16,7.8,16.1,1020.0,0,762.0,0,0
63.58,11,12.5,9.4,965.0,1,509.0,0,0
31.47,8,16.1,1.5,334.0,0,643.0,0,0
154.34,7,14.0,15.9,512.0,1,336.0,0,0
4.99,17,11.8,28.3,1104.0,1,1481.0,0,0
180.74,12,1.2,18.2,825.0,1,1297.0,0,0
34.69,16,3.1,2.9,304.0,0,1011.0,0,0
20.77,10,12.1,15.5,818.0,1,864.0,1,0
6.31,8,43.0,6.4,1328.0,3,816.0,0,0
16.85,7,18.5,18.4,330.0,2,958.0,0,0
321.6,10,58.4,123.4,58.0,3,160.0,0,1
12.51,6,14.4,16.0,799.0,1,1099.0,0,0
156.59,12,19.8,14.1,1077.0,4,896.0,0,0
238.62,0,62.7,54.0,26.0,6,606.0,1,1
56.83,17,21.4,14.7,1212.0,2,1133.0,0,0
37.62,13,32.5,14.3,550.0,1,1801.0,0,0
45.64,10,49.2,17.6,337.0,1,954.0,1,0
33.69,16,43.4,9.8,1346.0,0,803.0,0,0
58.49,9,33.3,2.2,837.0,0,824.0,0,0
23.16,15,24.7,13.5,736.0,0,681.0,0,0
19.85,16,11.9,1.6,799.0,1,835.0,0,0
9.95,10,6.6,29.2,1415.0,1,716.0,0,0
53.16,13,14.9,11.8,170.0,3,446.0,0,0
48.63,8,17.9,15.2,688.0,2,545.0,0,0
9.73,15,12.5,22.2,1431.0,2,1109.0,0,0
8.07,12,8.4,15.9,713.0,3,1391.0,0,0
92.63,1,41.8,121.5,79.0,6,367.0,0,1
39.68,15,14.2,13.8,308.0,2,499.0,0,0
21.44,20,21.7,20.1,343.0,1,1614.0,0,0
11.94,6,13.4,8.0,967.0,2,1152.0,0,0
13.06,6,13.1,19.6,654.0,2,792.0,0,0
35.12,16,12.5,22.1,482.0,2,1027.0,0,0
24.03,10,7.6,21.4,195.0,2,1368.0,0,0
40.75,16,6.9,1.9,627.0,0,1088.0,0,0
38.64,13,14.0,3.3,983.0,1,361.0,0,0
14.15,17,24.3,7.9,569.0,1,889.0,0,0
34.61,2,2.8,13.9,600.0,5,210.0,1,0
190.47,0,75.2,123.7,120.0,4,420.0,1,1
39.66,10,25.1,9.7,697.0,3,686.0,0,0
163.88,4,77.4,225.5,113.0,3,415.0,1,1
29.97,9,19.3,11.7,568.0,1,1269.0,0,0
106.35,12,19.2,22.3,622.0,2,1213.0,0,0
15.6,19,13.9,14.4,383.0,1,1145.0,0,0
22.73,16,17.7,4.0,772.0,3,888.0,0,0
10.94,15,6.7,10.5,9.0,2,946.0,0,0
35.77,20,24.8,0.9,442.0,0,1430.0,1,0
11.85,10,27.9,4.3,923.0,3,661.0,0,0
78.06,14,15.2,2.1,1316.0,1,273.0,0,0
109.29,6,25.8,6.5,593.0,0,565.0,0,0
101.83,13,33.8,8.3,50.0,1,762.0,0,0
24.91,19,22.3,4.0,215.0,0,1236.0,0,0
58.29,9,9.9,5.8,296.0,0,942.0,0,0
8.4,20,34.9,20.3,315.0,2,738.0,0,0
11.75,11,23.5,6.4,925.0,1,1081.0,0,0
557.0,13,73.9,143.6,83.0,4,382.0,0,1
1127.02,16,48.0,88.4,64.0,2,242.0,1,1
40.48,23,7.6,11.4,654.0,1,614.0,0,0
45.2,13,0.9,7.3,1411.0,3,1393.0,0,0
28.68,20,30.3,4.3,550.0,0,1412.0,0,0
52.16,8,41.7,13.0,643.0,1,414.0,0,0
35.96,18,22.8,0.2,617.0,1,398.0,0,0
18.11,11,8.3,19.1,1339.0,3,1725.0,0,0
140.99,20,26.9,7.6,692.0,0,275.0,0,0
31.89,12,7.8,11.0,511.0,1,1039.0,0,0
15.34,5,31.4,12.5,278.0,2,1400.0,0,0
27.42,17,27.1,14.8,75.0,0,1325.0,0,0
51.83,12,15.8,8.0,1433.0,0,1855.0,0,0
334.16,13,72.2,87.1,40.0,5,296.0,0,1
67.37,19,4.1,11.8,169.0,2,1051.0,0,0
4.68,22,35.3,7.6,774.0,1,540.0,0,0
11.2,2,7.3,23.4,1599.0,1,500.0,0,0
27.53,13,21.4,16.2,614.0,2,201.0,0,0
82.64,13,7.9,15.0,1306.0,0,977.0,0,0
22.94,9,35.2,19.5,1263.0,5,968.0,0,0
47.65,12,6.8,15.2,596.0,1,190.0,0,0
48.03,16,14.0,0.7,735.0,2,1064.0,1,0
197.13,12,38.3,18.8,577.0,1,489.0,1,0
69.3,13,23.6,16.9,488.0,1,493.0,0,0
166.43,11,9.2,16.0,891.0,0,800.0,0,0
625.03,3,76.4,264.9,40.0,1,138.0,0,1
52.13,14,20.2,0.8,236.0,0,543.0,0,0
38.32,14,12.5,5.1,969.0,0,753.0,0,0
28.47,15,5.6,1.2,1152.0,1,934.0,0,0
126.53,3,37.8,37.3,198.0,5,363.0,0,1
2.08,22,30.4,5.4,782.0,1,530.0,0,0
122.16,8,29.2,7.8,1457.0,1,1548.0,0,0
8.0,14,19.1,0.0,653.0,4,244.0,0,0
25.95,23,24.7,0.2,919.0,3,1591.0,0,0
281.56,23,59.3,14.7,50.0,4,123.0,1,1
31.38,6,25.7,20.0,205.0,0,498.0,0,0
61.05,16,11.8,0.7,1079.0,1,766.0,0,0
132.4,16,29.3,2.8,891.0,2,404.0,0,0
151.08,14,46.3,17.4,1006.0,0,611.0,0,0
25.0,15,47.5,8.7,492.0,2,340.0,0,0
22.08,17,11.8,2.3,176.0,3,1237.0,0,0
52.59,14,15.7,1.8,79.0,2,902.0,0,0
7.35,11,39.6,0.2,587.0,3,878.0,0,0
13.75,13,5.7,7.4,68.0,1,1235.0,0,0
52.31,14,36.6,12.9,1183.0,1,1082.0,0,0
28.12,11,22.8,4.8,918.0,1,475.0,0,0
24.25,5,67.9,127.8,11.0,4,682.0,0,1
47.69,14,11.3,7.6,1176.0,0,369.0,0,0
142.0,16,27.2,7.9,690.0,0,825.0,0,0
16.23,8,19.6,7.0,696.0,2,703.0,0,0
44.48,6,5.6,11.7,169.0,2,691.0,0,0
29.27,11,9.4,37.9,755.0,1,1043.0,0,0
12.57,7,25.1,14.0,790.0,0,971.0,0,0
15.08,21,14.5,5.0,402.0,2,1293.0,0,0
177.57,15,65.6,187.4,65.0,4,658.0,0,1
25.49,17,1.8,37.1,699.0,0,1230.0,0,0
14.66,9,5.3,0.4,66.0,1,786.0,0,0
80.64,6,30.5,2.4,140.0,1,537.0,0,0
